OrderID,OrderDate,Region,State,City,Channel,Segment,Category,Product,Units,UnitPrice,Revenue,Cost,Profit
SO-2502-10631,2025-02-06,Northeast,NJ,Newark,Partner,Consumer,Furniture,Bookshelf,2,102.89,205.78,144.06,61.72
SO-2512-10632,2025-12-14,West,AZ,Phoenix,Online,Small Business,Technology,Keyboard,3,35.62,106.86,81.22,25.64
SO-2504-10633,2025-04-22,South,AL,Birmingham,Partner,Consumer,Technology,Mouse,4,18.83,75.32,49.01,26.31
SO-2401-10634,2024-01-07,West,CA,Los Angeles,Online,Small Business,Office Supplies,Binders,1,9.7,9.7,5.6,4.1
SO-2404-10635,2024-04-29,West,CA,Los Angeles,Online,Corporate,Office Supplies,Pens,4,4.43,17.72,9.89,7.83
SO-2405-10636,2024-05-10,Midwest,OH,Columbus,In-Store,Consumer,Office Supplies,Stapler,3,13.82,41.46,27.68,13.78
SO-2510-10637,2025-10-15,Midwest,MN,Minneapolis,In-Store,Corporate,Technology,Monitor,3,192.91,578.73,381.13,197.6
SO-2502-10638,2025-02-08,West,CA,Los Angeles,Online,Consumer,Office Supplies,Stapler,4,11.29,45.16,27.85,17.31
SO-2501-10639,2025-01-20,Northeast,NJ,Newark,Partner,Consumer,Office Supplies,Paper,1,6.95,6.95,4.22,2.73
SO-2504-10640,2025-04-24,South,TN,Nashville,In-Store,Small Business,Furniture,Standing Desk,2,282.68,565.36,370.77,194.59
SO-2401-10641,2024-01-26,West,WA,Seattle,In-Store,Small Business,Office Supplies,Binders,1,10.41,10.41,7.09,3.32
SO-2511-10642,2025-11-29,West,AZ,Phoenix,Partner,Consumer,Office Supplies,Stapler,4,13.97,55.88,34.66,21.22
SO-2504-10643,2025-04-10,South,AL,Birmingham,Partner,Corporate,Technology,Laptop Stand,2,27.32,54.64,39.29,15.35
SO-2502-10644,2025-02-27,Midwest,MN,Minneapolis,Partner,Corporate,Office Supplies,Pens,4,3.91,15.64,9.82,5.82
SO-2402-10645,2024-02-08,West,WA,Seattle,In-Store,Small Business,Office Supplies,Stapler,3,12.33,36.99,22.48,14.51
SO-2411-10646,2024-11-01,Northeast,NY,New York,In-Store,Small Business,Office Supplies,Paper,6,6.67,40.02,26.71,13.31
SO-2506-10647,2025-06-24,West,CA,Los Angeles,Partner,Corporate,Office Supplies,Paper,5,6.3,31.5,18.3,13.2
SO-2402-10648,2024-02-05,Midwest,IL,Chicago,Partner,Corporate,Office Supplies,Binders,2,10.45,20.9,12.2,8.7
SO-2412-10649,2024-12-21,Midwest,MI,Detroit,Online,Small Business,Technology,Keyboard,2,37.19,74.38,46.76,27.62
