Order ID,Order Date,Region,State,City,Channel,Segment,Category,Product,Units,Unit Price,Revenue,Cost,Profit
SO-2503-10578,2025-03-20,West,WA,Seattle,In-Store,Corporate,Office Supplies,Pens,4,$4.37,$17.48,$10.95,$6.53
SO-2505-10579,05/12/2025, Northeast ,NY,New York,ONLINE,Consumer,Office Supplies,Pens,1,$4.03,$4.03,$2.57,$1.46
SO-2508-10580,"Aug 31, 2025",Northeast,NJ,Newark,Online,Small Business,Office Supplies,Paper,3,$7.07,$21.21,$12.36,$8.85
SO-2406-10581,06/06/2024,Northeast,PA,Philadelphia,In-Store,Small Business,Technology,Mouse,2,$19.87,$39.74,$28.45,$11.29
SO-2409-10582,2024-09-26,South,GA,Atlanta,In-Store,CONSUMER,Furniture,Desk Chair,3,$118.19,$354.57,$255.89,$98.68
SO-2408-10583,08/16/2024, Midwest ,IL,Chicago,Online,Consumer,Technology,Laptop Stand,5,$27.50,$137.50,$104.24,$33.26
SO-2502-10584,02/01/2025, Midwest ,IL,Chicago,In-Store,Small Business,Technology,Laptop Stand,2,$32.51,$65.02,$41.46,$23.56
SO-2503-10585,2025-03-23,West,WA,Seattle,Partner,Small Business,Technology,LAPTOP STAND,2,$26.15,$52.30,$36.20,$16.10
SO-2408-10586,"Aug 08, 2024",West,AZ,Phoenix,In-Store,Small Business,Office Supplies,Stapler,6,$14.57,$87.42,$58.84,$28.58
SO-2505-10587,"May 14, 2025",Northeast,NY,New York,Partner,Consumer,Office Supplies,Binders,2,$11.19,$22.38,$13.76,$8.62
SO-2502-10588,"Feb 06, 2025",Northeast,NJ,Newark,Partner,Consumer,Office Supplies,Binders,5,$9.79,$48.95,$31.59,$17.36
SO-2402-10589,2024-02-19,Midwest,IL,Chicago,Partner, Consumer ,Technology,Laptop Stand,1,$31.97,$31.97,$20.51,$11.46
SO-2510-10590,10/19/2025,Midwest,IL,Chicago,ONLINE,Corporate,Technology,Monitor,1,$195.95,$195.95,$123.30,$72.65
SO-2404-10591,04/30/2024,South,FL,Miami,Partner,Corporate,Furniture,Standing Desk,3,$310.44,$931.32,$681.89,$249.43
SO-2505-10592,"May 06, 2025",Midwest,MN,Minneapolis,Partner,SMALL BUSINESS,Technology,Laptop Stand,5,$26.45,$132.25,$88.40,$43.85
SO-2407-10593,07/26/2024,West,CO,Denver, Online ,Corporate,Furniture,Bookshelf,4,$99.01,$396.04,$247.38,$148.66
SO-2408-10594,2024-08-31,West,AZ,Phoenix,Online,Small Business,Technology,Keyboard,1,$41.23,$41.23,$25.84,$15.39
SO-2503-10595,03/26/2025,South,TN,Nashville,Partner,Consumer,OFFICE SUPPLIES,PAPER,1,$7.23,$7.23,$4.70,$2.53
SO-2504-10596,"Apr 29, 2025",South,GA,Atlanta,Online,Consumer,Technology, Monitor ,4,$180.32,$721.28,$538.01,$183.27
SO-2403-10597,"Mar 13, 2024",South,AL,Birmingham,Online,Corporate,Furniture,Standing Desk,2,$312.44,$624.88,$426.63,$198.25
SO-2507-10598,"Jul 10, 2025",West,CO,Denver,PARTNER,Corporate, Technology ,Keyboard,2,$37.74,$75.48,$52.94,$22.54
SO-2410-10599,"Oct 11, 2024",Midwest,IL,Chicago,Partner,Corporate,Office Supplies,Paper,5,$6.84,$34.20,$21.75,$12.45
SO-2510-10600,10/15/2025,MIDWEST,OH,Columbus,Partner,Small Business,Furniture,Filing Cabinet,1,$137.02,$137.02,$92.29,$44.73
SO-2410-10601,10/25/2024,South,GA,Atlanta,Partner,Corporate,FURNITURE,Filing Cabinet,4,$152.33,$609.32,$439.64,$169.68
SO-2504-10602,2025-04-21,Midwest,OH,Columbus,In-Store,Small Business,Technology, Monitor ,1,$185.12,$185.12,$119.10,$66.02
SO-2406-10603,2024-06-28,Northeast,MA,Boston,In-Store,Corporate,Furniture,Standing Desk,1,$327.86,$327.86,$238.28,$89.58
SO-2505-10604,05/02/2025,Northeast,NJ,Newark,Partner,Small Business,TECHNOLOGY,Keyboard,1,,$42.55,$30.59,$11.96
SO-2510-10605,10/27/2025,West,CA,Los Angeles,In-Store,Corporate,Office Supplies, Stapler ,3,$12.57,$37.71,$23.14,$14.57
SO-2504-10606,04/21/2025,West,CO,Denver,Online,Consumer,Office Supplies,Stapler,1,$14.74,$14.74,$10.24,$4.50
SO-2505-10607,2025-05-01,Northeast,NY,New York,In-Store,Corporate,Furniture,Standing Desk,4,$329.99,"$1,319.96",$942.27,$377.69
SO-2412-10608,12/10/2024,MIDWEST,OH,Columbus,Online,Small Business,Furniture,Standing Desk,3,,$810.96,$499.59,$311.37
SO-2403-10609,03/25/2024,Northeast,MA,Boston,In-Store,,Furniture,Standing Desk,2,$343.12,$686.24,$431.69,$254.55
SO-2401-10610,2024-01-01,West,CA,Los Angeles,Online,Consumer,Technology,Keyboard,2,$38.55,$77.10,$58.22,$18.88
SO-2404-10611,04/02/2024,West,AZ,Phoenix,Online,Corporate,Office Supplies,Paper,3,$7.19,$21.57,$13.36,$8.21
SO-2508-10612,08/28/2025,Midwest,OH,Columbus,Online,Small Business,Office Supplies,Binders,5,$10.21,$51.05,$28.32,$22.73
SO-2404-10613,"Apr 02, 2024",West,WA,Seattle,Partner,Small Business,Technology,Keyboard,4,$44.73,$178.92,$118.49,$60.43
SO-2404-10614,"Apr 14, 2024",Midwest,MN,Minneapolis,Online,Corporate,Office Supplies,Binders,3,$10.19,$30.57,$18.31,$12.26
SO-2508-10615,"Aug 03, 2025",Midwest,MI,Detroit,In-Store,Consumer,Furniture,BOOKSHELF,4,$101.80,$407.20,$268.14,$139.06
SO-2412-10616,"Dec 07, 2024",NORTHEAST,NY,New York,Partner,CORPORATE,Office Supplies,Pens,2,$4.10,$8.20,$4.77,$3.43
SO-2402-10617,2024-02-01,West,CA,Los Angeles,Online,Corporate,Furniture,Standing Desk,3,$328.21,$984.63,$582.34,$402.29
SO-2411-10618,"Nov 08, 2024",West,CA,Los Angeles,Partner,Corporate,Technology,Keyboard,5,$44.19,$220.95,$155.89,$65.06
SO-2412-10619,2024-12-09,West,CO,Denver,ONLINE,Consumer, Office Supplies ,Paper,5,$6.62,$33.10,$21.22,$11.88
SO-2508-10620,2025-08-17,South,GA,Atlanta,In-Store,CONSUMER,Technology,Laptop Stand,2,$31.77,$63.54,$47.70,$15.84
SO-2511-10621,"Nov 05, 2025",West,AZ,Phoenix,Online,Corporate,Technology,Mouse,3,$19.99,$59.97,$37.10,$22.87
SO-2503-10622,03/07/2025,West,CA,Los Angeles,Partner,Small Business,Office Supplies,Stapler,3,$14.44,$43.32,$30.24,$13.08
SO-2509-10623,2025-09-09,Midwest,IL,Chicago,Partner,Consumer,Technology,KEYBOARD,2,$38.21,$76.42,$47.28,$29.14
SO-2511-10624,"Nov 06, 2025",Midwest,MI,Detroit,Online,Corporate,Furniture,Standing Desk,2,$338.54,$677.08,$457.86,$219.22
SO-2511-10625,"Nov 13, 2025",West,WA,Seattle,Online,Consumer,Furniture,Filing Cabinet,3,$150.58,$451.74,$284.24,$167.50
SO-2408-10626,08/19/2024, Midwest ,IL,Chicago,Partner,Small Business,Office Supplies,Paper,2,$7.85,$15.70,$9.02,$6.68
SO-2504-10627,"Apr 04, 2025",Midwest,OH,Columbus,Online,Small Business,Office Supplies,Pens,3,$4.41,$13.23,$9.04,$4.19
SO-2401-10628,2024-01-01,Midwest,MI,Detroit,In-Store,Small Business,Office Supplies,BINDERS,4,$10.88,$43.52,$24.28,$19.24
SO-2508-10629,2025-08-17,South,FL,Miami,Online,Corporate,TECHNOLOGY,Mouse,3,$17.93,$53.79,$35.21,$18.58
SO-2402-10630,02/25/2024, Northeast ,NJ,Newark,In-Store,CONSUMER,Office Supplies,Pens,1,$5.01,$5.01,$2.87,$2.14
SO-2502-10631,2025-02-06, Northeast ,NJ,Newark, Partner ,Consumer,Furniture,Bookshelf,2,$102.89,$205.78,$144.06,$61.72
SO-2512-10632,2025-12-14,WEST,AZ,Phoenix,Online,Small Business,Technology,Keyboard,3,$35.62,$106.86,$81.22,$25.64
SO-2504-10633,"Apr 22, 2025",South,AL,,Partner,Consumer,Technology,Mouse,4,$18.83,$75.32,$49.01,$26.31
SO-2401-10634,01/07/2024,West,CA,Los Angeles,Online,Small Business,Office Supplies,Binders,1,$9.70,$9.70,$5.60,$4.10
SO-2404-10635,2024-04-29,West,CA,Los Angeles,Online, Corporate ,OFFICE SUPPLIES,Pens,4,$4.43,$17.72,$9.89,$7.83
SO-2405-10636,2024-05-10,Midwest,OH,Columbus,In-Store,Consumer,Office Supplies,Stapler,3,$13.82,$41.46,$27.68,$13.78
SO-2510-10637,10/15/2025,Midwest,MN,Minneapolis,In-Store,Corporate,Technology,Monitor,3,$192.91,$578.73,$381.13,$197.60
SO-2502-10638,2025-02-08,WEST,CA,Los Angeles, Online ,,Office Supplies,Stapler,4,$11.29,$45.16,$27.85,$17.31
SO-2501-10639,2025-01-20,NORTHEAST,NJ,Newark,Partner,Consumer,Office Supplies,Paper,1,$6.95,$6.95,$4.22,$2.73
SO-2504-10640,04/24/2025,South,TN,Nashville,In-Store,Small Business,Furniture,Standing Desk,2,$282.68,$565.36,$370.77,$194.59
SO-2401-10641,01/26/2024,WEST,WA,Seattle,In-Store,SMALL BUSINESS,Office Supplies,Binders,1,$10.41,$10.41,$7.09,$3.32
SO-2511-10642,11/29/2025,West,AZ,Phoenix,Partner, Consumer ,Office Supplies,Stapler,4,$13.97,$55.88,$34.66,$21.22
SO-2504-10643,"Apr 10, 2025",South,AL,Birmingham,Partner,Corporate, Technology ,Laptop Stand,2,$27.32,$54.64,$39.29,$15.35
SO-2502-10644,"Feb 27, 2025",Midwest,MN,Minneapolis,Partner,Corporate,Office Supplies,Pens,4,$3.91,$15.64,$9.82,$5.82
SO-2402-10645,02/08/2024,West,WA,Seattle, In-Store ,Small Business, Office Supplies ,Stapler,3,$12.33,$36.99,$22.48,$14.51
SO-2411-10646,11/01/2024,Northeast,NY,New York, In-Store ,Small Business, Office Supplies ,Paper,6,$6.67,$40.02,$26.71,$13.31
SO-2506-10647,2025-06-24,West,CA,Los Angeles,Partner,Corporate,Office Supplies,Paper,5,$6.30,$31.50,$18.30,$13.20
SO-2402-10648,"Feb 05, 2024",Midwest,IL,,Partner,Corporate,Office Supplies,Binders,2,$10.45,$20.90,$12.20,$8.70
SO-2412-10649,2024-12-21,Midwest,MI,Detroit,Online,Small Business,TECHNOLOGY,Keyboard,2,$37.19,$74.38,$46.76,$27.62
